"scenario","resource","year","value","lead_times","supply_factor","supply_lead_combined","Units"
"03192026_His_constrSupply_SS_highDemand","copper",2040,33.6858193004879,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2045,37.4827919995208,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2050,41.2450606666279,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2055,44.0472702300293,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2060,47.7719279194243,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2065,50.9405833661307,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2070,54.1570949259702,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2075,57.0786820655456,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2080,60.2153366955572,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2085,62.7856967086081,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2090,65.5653057904473,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2095,68.2273353082033,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2100,70.8873417831814,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",1975,0.009775007051513,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",1990,0.012369999039029,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2005,0.020300003066177,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2010,0.024400000575048,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2015,0.032199990491484,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2021,0.10688003872354,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2025,0.18677539373993,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2030,0.3082153035959,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2035,0.467367695322026,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2040,0.655656938523764,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2045,0.795486793096982,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2050,0.911827923987831,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2055,1.02428636756294,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2060,1.14000034433863,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2065,1.21837847200758,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2070,1.30440551961683,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2075,1.38848714606848,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2080,1.47977815436393,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2085,1.57351288841497,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2090,1.67560567805802,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2095,1.78494190093764,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","lithium",2100,1.90021798355401,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",1975,0.670705569055022,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",1990,0.97400043069754,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2005,1.45999896397657,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2010,1.70999939634809,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2015,2.10987617093723,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2021,2.73539608279896,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2025,2.83217044284588,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2030,3.204822445529,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2035,3.53118482939595,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2040,3.94813569712235,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2045,4.47209113250219,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2050,5.16950777946672,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2055,5.8213104037039,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2060,6.45516269403812,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2065,6.95344978557888,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2070,7.4022838062798,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2075,7.80478950331021,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2080,8.26729235454125,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2085,8.65322294069229,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2090,9.09523553769612,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2095,9.540945721219,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","nickel",2100,9.96113943062994,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",1975,20.018014268371,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",1990,9.32972113681658,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2005,14.9585702290667,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2010,16.0922717462195,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2015,19.2826897038173,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2021,21.6903007206488,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2025,23.1873578265633,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2030,27.1108741573735,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2035,31.0682211154755,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2040,35.9167076355735,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2045,40.2069733367083,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2050,42.8113694593123,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2055,44.9790746501192,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2060,48.5771901390056,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2065,51.5749517269499,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2070,54.7703791205555,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2075,57.6293307681271,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
