"scenario","resource","year","value","lead_times","supply_factor","supply_lead_combined","Units"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2035,0.430651879288097,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2040,0.496773227777425,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2045,0.571456866644816,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2050,0.596499333156734,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2055,0.631682232645292,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2060,0.675071171803988,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2065,0.697724091056708,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2070,0.729365247940472,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2075,0.742757146553122,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2080,0.730509788116477,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2085,0.689616316343739,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2090,0.636054454703057,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2095,0.567627250527499,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2100,0.494905101558533,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",1975,0.670705569055022,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",1990,0.97400043069754,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2005,1.45999896397657,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2010,1.70999939634809,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2015,2.10987617093723,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2021,2.73539608279896,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2025,2.76535340385307,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2030,3.23542238687832,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2035,3.59236652076895,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2040,3.96701225881843,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2045,4.31986335337049,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2050,4.61897185801824,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2055,4.83037409215554,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2060,5.03058053611853,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2065,5.16563872122268,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2070,5.29494370258634,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2075,5.3258804203591,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2080,5.30548157123683,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2085,5.19220235199338,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2090,4.8612142199083,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2095,4.36928804608286,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2100,3.89092310436093,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",1975,20.018014268371,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",1990,9.32972113681658,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2005,14.9585702290667,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2010,16.0922717462195,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2015,19.2826897038173,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2021,21.6903007206488,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2025,23.2971559231557,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2030,28.3047125984159,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2035,33.2147094118867,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2040,37.0099962956148,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2045,40.3531673491789,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2050,42.7188676840415,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2055,44.4892948635409,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2060,48.0353242355821,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2065,51.0636636331109,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2070,54.1153375101392,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2075,56.7199611604944,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2080,59.5142810254395,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2085,61.6486459919935,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2090,64.0702595412028,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2095,66.3707092643849,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","copper",2100,68.5921924172142,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",1975,0.009775007051513,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",1990,0.012369999039029,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2005,0.020300003066177,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2010,0.024400000575048,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2015,0.032199990491484,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2021,0.10688003872354,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2025,0.152829460213766,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2030,0.335492450750871,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2035,0.507972046611081,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2040,0.589325988070117,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2045,0.722191654752402,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2050,0.800665599162087,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2055,0.847862787031246,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2060,0.928386093910366,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2065,0.981413206727973,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2070,1.03470195713991,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2075,1.08688482780784,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2080,1.13998078529536,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2085,1.18373387829009,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2090,1.22582293079082,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2095,1.26812058851909,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","lithium",2100,1.30414379843214,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",1975,0.670705569055022,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",1990,0.97400043069754,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2005,1.45999896397657,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2010,1.70999939634809,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2015,2.10987617093723,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2021,2.73539608279896,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2025,2.97117914842487,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2030,3.79189220903378,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2035,4.43665352418243,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2040,4.84114599807566,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2045,5.37673789926725,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2050,5.89055492575492,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2055,6.11581085529084,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2060,6.60929075029641,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2065,7.02382794106272,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2070,7.40715978155697,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2075,7.73344946818133,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2080,8.12081842684964,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2085,8.35972990615916,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2090,8.68750705509713,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2095,9.02161240402345,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_BR","nickel",2100,9.28325399697835,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",1975,20.018014268371,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",1990,9.32972113681658,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2005,14.9585702290667,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2010,16.0922717462195,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2015,19.2826897038173,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2021,21.6903007206488,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2025,23.2183268941975,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2030,28.023706440838,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2035,32.6221783525419,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2040,35.2533835611626,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2045,37.2488403372329,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2050,38.3306679578394,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2055,40.1210862038337,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2060,43.1396902275963,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2065,45.8060708869713,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2070,48.513648860232,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2075,50.8883213241446,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2080,53.3529317963097,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2085,55.3407607637337,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2090,57.5139634186978,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2095,59.5911444751468,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","copper",2100,61.6007348049773,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",1975,0.009775007051513,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",1990,0.012369999039029,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2005,0.020300003066177,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2010,0.024400000575048,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2015,0.032199990491484,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2021,0.10688003872354,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2025,0.152482555149854,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2030,0.332741529007263,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2035,0.501082693311255,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2040,0.555084482947393,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2045,0.650787258168871,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2050,0.687614822742767,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2055,0.721188193520381,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2060,0.783804527751215,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2065,0.822179418582658,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2070,0.867146146653883,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2075,0.911240532680757,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2080,0.955964461114904,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2085,0.992921801125788,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2090,1.02864227641899,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2095,1.06442566661891,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","lithium",2100,1.0950053891068,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",1975,0.670705569055022,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",1990,0.97400043069754,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2005,1.45999896397657,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2010,1.70999939634809,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2015,2.10987617093723,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2021,2.73539608279896,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2025,2.96517954503202,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2030,3.76393649192412,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2035,4.37867364789355,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2040,4.65279009777305,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2045,5.02404667159453,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2050,5.32376076978933,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2055,5.51901181780074,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2060,5.92063433473113,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2065,6.25999565501846,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2070,6.60080839989774,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2075,6.89743817617164,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2080,7.23440034320107,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2085,7.45785138271567,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2090,7.74611703568628,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2095,8.03736155263053,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"01272026_UnlimitSupply_EnR","nickel",2100,8.27492717283337,"Unconstrained supply","Baseline constrained supply","Unconstrained supply Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",1975,20.018014268371,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",1990,9.32972113681658,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2005,14.9585702290667,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2010,16.0922717462195,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2015,19.2826897038173,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2021,21.6903007206488,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2025,23.1770437163124,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2030,26.94672017915,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_highDemand","copper",2035,30.1891515849577,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
