"Units","scenario","resource","year","value","supply_factor","demand_factor","lead_times","supply_lead_combined"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",1975,14.668896,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",1990,14.668896,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2005,14.668896,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2010,14.668896,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2015,14.668896,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2021,14.668896,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2025,58.8330352,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2030,78.94723372,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2035,95.21951174,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2040,125.17524136,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2045,173.21177886,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2050,237.45894576,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2055,314.12279996,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2060,399.51369106,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2065,490.71797436,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2070,585.65690666,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2075,682.93377306,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2080,781.64612546,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2085,881.22660786,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2090,981.32596306,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2095,1081.73255166,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2100,1182.31956806,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",1975,277.5125142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",1990,277.5125142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2005,277.5125142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2010,277.5125142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2015,277.5125142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2021,277.5125142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2025,281.773528302,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2030,290.84577790488,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2035,306.25121188338,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2040,336.73623465738,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2045,388.98930045238,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2050,464.79506085938,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2055,562.09797559338,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2060,676.96492437438,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2065,805.11165858138,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2070,942.74070805138,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2075,1086.84982571138,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2080,1235.23653522138,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2085,1386.36837001138,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2090,1539.22176920138,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2095,1693.13426640138,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2100,1847.68712566138,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",1975,2280.499203,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",1990,2280.499203,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2005,2280.499203,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2010,2280.499203,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2015,2280.499203,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2021,2280.499203,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2025,2345.28436792,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2030,2452.98011292,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2035,2789.73770902,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2040,3505.17938342,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2045,4558.06825702,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2050,5839.65437152,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2055,7254.80409142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2060,8741.18936502,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2065,10263.36754192,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2070,11802.80066322,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2075,13350.30487852,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2080,14901.50209072,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2085,16454.35958362,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2090,18007.95400882,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2095,19561.87033742,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2100,21115.92644842,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",1975,14.668896,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",1990,14.668896,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2005,14.668896,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2010,14.668896,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2015,14.668896,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2021,14.668896,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2025,68.5255552,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2030,88.22742136,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2035,125.32130139,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2040,197.84529649,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2045,298.98459249,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2050,418.12657449,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2055,547.33798749,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2060,681.81721199,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2065,818.93719809,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2070,957.34260469,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2075,1096.36054269,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2080,1235.66558379,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2085,1375.10355879,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2090,1514.60240049,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2095,1654.12894599,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2100,1793.66789419,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",1975,277.5125142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",1990,277.5125142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2005,277.5125142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2010,277.5125142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2015,277.5125142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2021,277.5125142,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2025,284.15092464,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2030,299.2394990084,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2035,336.5133863374,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2040,416.1125422424,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2045,540.7228300994,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2050,701.0991084794,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2055,885.4740967794,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2060,1084.2795743494,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2065,1291.1224729094,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2070,1502.1963298194,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2075,1715.4030761694,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2080,1929.6492695094,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2085,2144.3882225394,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2090,2359.3554703294,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2095,2574.4267734094,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2100,2789.5444408494,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",1975,2280.499203,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",1990,2280.499203,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2005,2280.499203,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2010,2280.499203,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2015,2280.499203,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2021,2280.499203,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2025,2325.933097312,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2030,2389.819725832,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2035,2494.959948882,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2040,2683.097416982,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2045,2939.969431582,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2050,3221.400028982,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2055,3486.424876582,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2060,3710.910734582,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2065,3886.976011282,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2070,4017.307206962,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2075,4109.565567582,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2080,4172.601320942,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2085,4214.456141502,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2090,4241.601519442,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2095,4258.865270772,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","copper",2100,4269.664374356,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","lithium",1975,14.668896,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","lithium",1990,14.668896,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","lithium",2005,14.668896,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","lithium",2010,14.668896,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","lithium",2015,14.668896,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","lithium",2021,14.668896,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"Mt","01272026_His_constrSupply_EnR_noTC","lithium",2025,58.8330352,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
