"","Units","scenario","resource","year","value","supply_factor","demand_factor","lead_times","supply_lead_combined"
"412","Mt","03072026_His_constrSupply_highDemand","copper",2035,413.899367344,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"413","Mt","03072026_His_constrSupply_highDemand","copper",2040,587.57895416,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"414","Mt","03072026_His_constrSupply_highDemand","copper",2045,771.87087362875,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"415","Mt","03072026_His_constrSupply_highDemand","copper",2050,966.631227249,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"416","Mt","03072026_His_constrSupply_highDemand","copper",2055,1170.84067456925,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"417","Mt","03072026_His_constrSupply_highDemand","copper",2060,1384.29156653,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"418","Mt","03072026_His_constrSupply_highDemand","copper",2065,1600.55316629695,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"419","Mt","03072026_His_constrSupply_highDemand","copper",2070,1817.5560207184,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"420","Mt","03072026_His_constrSupply_highDemand","copper",2075,2032.08261436327,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"421","Mt","03072026_His_constrSupply_highDemand","copper",2080,2239.16511898812,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"422","Mt","03072026_His_constrSupply_highDemand","copper",2085,2434.1334528075,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"423","Mt","03072026_His_constrSupply_highDemand","copper",2090,2613.41961637832,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"424","Mt","03072026_His_constrSupply_highDemand","copper",2095,2773.14101835412,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"425","Mt","03072026_His_constrSupply_highDemand","copper",2100,2914.64460275584,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"426","Mt","03072026_His_constrSupply_highDemand","lithium",2021,0,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"427","Mt","03072026_His_constrSupply_highDemand","lithium",2025,0.86156957725,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"428","Mt","03072026_His_constrSupply_highDemand","lithium",2030,2.5718395895,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"429","Mt","03072026_His_constrSupply_highDemand","lithium",2035,4.95316961025,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"430","Mt","03072026_His_constrSupply_highDemand","lithium",2040,8.242694007325,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"431","Mt","03072026_His_constrSupply_highDemand","lithium",2045,12.308326187075,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"432","Mt","03072026_His_constrSupply_highDemand","lithium",2050,16.818123635675,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"433","Mt","03072026_His_constrSupply_highDemand","lithium",2055,21.7242893162,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"434","Mt","03072026_His_constrSupply_highDemand","lithium",2060,26.997607114975,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"435","Mt","03072026_His_constrSupply_highDemand","lithium",2065,32.371133950825,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"436","Mt","03072026_His_constrSupply_highDemand","lithium",2070,37.75644827985,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"437","Mt","03072026_His_constrSupply_highDemand","lithium",2075,43.062958615025,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"438","Mt","03072026_His_constrSupply_highDemand","lithium",2080,48.150409394725,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"439","Mt","03072026_His_constrSupply_highDemand","lithium",2085,52.856348936075,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"440","Mt","03072026_His_constrSupply_highDemand","lithium",2090,57.080809308975,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"441","Mt","03072026_His_constrSupply_highDemand","lithium",2095,60.75614125815,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"442","Mt","03072026_His_constrSupply_highDemand","lithium",2100,63.853939394855,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"443","Mt","03072026_His_constrSupply_highDemand","nickel",2021,0,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"444","Mt","03072026_His_constrSupply_highDemand","nickel",2025,15.307512895,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"445","Mt","03072026_His_constrSupply_highDemand","nickel",2030,32.247996884,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"446","Mt","03072026_His_constrSupply_highDemand","nickel",2035,50.38206768055,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"447","Mt","03072026_His_constrSupply_highDemand","nickel",2040,70.412790533175,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"448","Mt","03072026_His_constrSupply_highDemand","nickel",2045,92.893344783,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"449","Mt","03072026_His_constrSupply_highDemand","nickel",2050,117.404590307,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"450","Mt","03072026_His_constrSupply_highDemand","nickel",2055,143.9209109372,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"451","Mt","03072026_His_constrSupply_highDemand","nickel",2060,172.246889638575,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"452","Mt","03072026_His_constrSupply_highDemand","nickel",2065,201.9926007699,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"453","Mt","03072026_His_constrSupply_highDemand","nickel",2070,232.339177074325,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"454","Mt","03072026_His_constrSupply_highDemand","nickel",2075,262.136231524325,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"455","Mt","03072026_His_constrSupply_highDemand","nickel",2080,290.55213826525,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"456","Mt","03072026_His_constrSupply_highDemand","nickel",2085,317.11550280845,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"457","Mt","03072026_His_constrSupply_highDemand","nickel",2090,341.686641325925,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"458","Mt","03072026_His_constrSupply_highDemand","nickel",2095,364.067437191375,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"459","Mt","03072026_His_constrSupply_highDemand","nickel",2100,384.117063285,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"460","Mt","03192026_His_constrSupply_SS_highDemand","copper",2021,0,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"461","Mt","03192026_His_constrSupply_SS_highDemand","copper",2025,118.267719127,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"462","Mt","03192026_His_constrSupply_SS_highDemand","copper",2030,255.7833894569,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"463","Mt","03192026_His_constrSupply_SS_highDemand","copper",2035,410.7516860052,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"464","Mt","03192026_His_constrSupply_SS_highDemand","copper",2040,583.661845747675,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"465","Mt","03192026_His_constrSupply_SS_highDemand","copper",2045,776.63398567675,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"466","Mt","03192026_His_constrSupply_SS_highDemand","copper",2050,991.04817486535,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"467","Mt","03192026_His_constrSupply_SS_highDemand","copper",2055,1222.30927014813,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"468","Mt","03192026_His_constrSupply_SS_highDemand","copper",2060,1470.60502849855,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"469","Mt","03192026_His_constrSupply_SS_highDemand","copper",2065,1734.80703399481,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"470","Mt","03192026_His_constrSupply_SS_highDemand","copper",2070,2014.2004763175,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"471","Mt","03192026_His_constrSupply_SS_highDemand","copper",2075,2307.60335240363,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"472","Mt","03192026_His_constrSupply_SS_highDemand","copper",2080,2615.73260789698,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"473","Mt","03192026_His_constrSupply_SS_highDemand","copper",2085,2937.72965805688,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"474","Mt","03192026_His_constrSupply_SS_highDemand","copper",2090,3272.3600100035,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"475","Mt","03192026_His_constrSupply_SS_highDemand","copper",2095,3619.34276377495,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"476","Mt","03192026_His_constrSupply_SS_highDemand","copper",2100,3979.61567082635,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"477","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2021,0,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"478","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2025,0.94900875875,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"479","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2030,2.5006755075,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"480","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2035,4.84341344675,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"481","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2040,8.136000899225,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"482","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2045,12.147690044675,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"483","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2050,16.787282397275,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"484","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2055,22.02204546705,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"485","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2060,27.833606633685,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"486","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2065,34.05498898971,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"487","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2070,40.70127087568,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"488","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2075,47.76438945988,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"489","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2080,55.27591634728,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"490","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2085,63.275973342455,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"491","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2090,71.819948189105,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"492","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2095,80.9413563020086,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"493","Mt","03192026_His_constrSupply_SS_highDemand","lithium",2100,90.6754223059009,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"494","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2021,0,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"495","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2025,15.29685447,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"496","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2030,31.63175161,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"497","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2035,49.4208074855,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"498","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2040,69.28913630875,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"499","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2045,92.031435393,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"500","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2050,118.33245831675,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"501","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2055,148.23102452475,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"502","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2060,181.50043883825,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"503","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2065,217.50539480075,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"504","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2070,255.760981950275,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"505","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2075,296.082724883025,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"506","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2080,338.541931926225,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"507","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2085,382.9346957767,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"508","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2090,429.275044078925,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"509","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2095,477.703174768175,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"510","Mt","03192026_His_constrSupply_SS_highDemand","nickel",2100,528.178974651925,"Steady-state constrained supply","03192026_His_constrSupply_highDemand","Average lead times","Average lead times Steady-state constrained supply"
"511","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2021,0,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"512","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2025,118.321517705,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"513","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2030,256.662187649,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"514","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2035,416.05547273275,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"515","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2040,600.65606121925,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"516","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2045,810.45733944525,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"517","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2050,1034.176508193,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"518","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2055,1266.8780003515,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"519","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2060,1514.49391925465,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"520","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2065,1777.30528855575,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"521","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2070,2056.55171535062,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"522","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2075,2350.61178451377,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"523","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2080,2659.3005776163,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"524","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2085,2981.65723822155,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"525","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2090,3316.8471160771,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"526","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2095,3664.66196229508,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"527","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","copper",2100,4030.10745783099,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"528","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2021,0,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"529","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2025,0.95087948515,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"530","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2030,2.50665666585,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"531","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2035,4.87272905555,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"532","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2040,8.27640408115,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"533","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2045,12.631730956725,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"534","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2050,17.59669967445,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"535","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2055,23.0678806285,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"536","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2060,29.084986323825,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"537","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2065,35.459522194375,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"538","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2070,42.240047224575,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"539","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2075,49.4243334546,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"540","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2080,57.045331547925,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"541","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2085,65.135829109875,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"542","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2090,73.7617250317,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"543","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2095,82.960690117275,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"544","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2100,92.7672998236504,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"545","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2021,0,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"546","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2025,15.311754515,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"547","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2030,31.8581546345,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"548","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2035,50.4146897631,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"549","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2040,72.58235723655,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"550","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2045,99.21842546455,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"551","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2050,129.2599160773,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"552","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2055,161.386254654975,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"553","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2060,195.7979533538,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"554","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2065,232.39621268275,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"555","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2070,271.227760024465,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"556","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2075,312.15926881954,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"557","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2080,355.255835747757,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"558","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2085,400.130450844535,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
"559","Mt","03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2090,446.939263369585,"Steady-state constrained supply","03192026_His_constrSupply_shortLT_highDemand","Short lead times","Short lead times Steady-state constrained supply"
